Артикул	Бренд	Наименование	Тип изделия	ОПТОВАЯ ЦЕНА руб.	РОЗНИЧНАЯ ЦЕНА руб.	Коллекция	Ширина основного изделия .мм	Высота основного изделия .мм	Глубина основного изднлия .мм	Высота тумбы  без раковины, мм	Ширина тумбы  без раковины, мм	Глубина тумбы  без раковины и ручек, мм	Материал корпуса	Покрытие корпуса	Материал фасада	Покрытие фасада	Цвет	Материал раковины	Материал столешницы	Подсветка	Тип лампы	Мощность лампы	Наличие бельевой корзины	Фурнитура	Петли	Доводчики	Направляющие 	Push-to-open	Система хранения	Способ монтажа	Что внутри упаковки	Ширина упаковки, м	Высота упаковки, м	Глубина упаковки, м	Объём, м. куб.	Вес брутто (коробка №1), кг 	Штрихкод	Что внутри упаковки (Коробка №2)	Ширина упаковки (коробка №2), м	Высота упаковки (коробка №2), м	Глубина упаковки  (коробка №2), м	Вес брутто (коробка №2), кг	Объём (коробка №2), м. куб	Штрихкод груз. Места  (коробка №2)	Что внутри упаковки (Коробка №3)	Ширина упаковки (коробка№3), м	Высота упаковки (коробка№3), м	Глубина упаковки (коробка№3), м	Вес брутто грузового места (коробка№3), кг	Объём (коробка №3), м. куб	Штрихкод груз. места	Общий вес ,кг	Общий Объём , м. куб	Количество коробок	Страна происхождения	Гарантия	Дополнительное описание	Инструкция	Схема подключения	Ссылка на фотографии	Схема	Видеоролик	Доп. Фотография 0	Доп. Фотография 1	Доп. Фотография 2	Доп. Фотография 3	Доп. Фотография 4	Доп. Фотография 5	Доп. Фотография 6	Доп. Фотография 7	Доп. Фотография 8	Доп. Фотография 9	Доп. Фотография 10	Доп. Фотография 11	Доп. Фотография 12	Доп. Фотография 13	Доп. Фотография 14
00-00007899	Comforty 	Тумба-умывальник Comforty Милан-90 белая со светло-серой столешницей с раковиной COMFORTY T-Y9378	Тумбы-умывальники	27600	38600	Милан	900	550	520	400	880	508	ВЛДСП	матовое	МДФ		Белый глянец	Санфарфор	Керамогранит		-	-	Нет	Хром					1 выкатной ящик	Подвесной	Тумба	0,94	0,47	0,58	0,256	33		Раковина	0,52	0,43	0,16	11,52	0,036	4630015253663	Столешница	1,03	0,07	0,71	33,3	0,051	4630100142483	77,82	0,343	3	Россия	2 года	Название: Тумба-умывальник Артикул: Милан 90 Варианты цвета корпуса: Белый глянец Материал корпуса: влагостойкое ЛДСП Цвет фасада: Белый глянец Материал фасада: МДФ Габариты (ШхВхГ): 900*550*520 мм Комплектация: столешница из керамогранита, накладная раковина Comforty T-Y9378 (санфаянс) Подвесная тумба-умывальник с одним большим выкатным ящиком, оснащенным системой плавного закрывания и внутренним ящиком оснащенным системой push-to-open (открытие при нажатии). Фасады покрыты белой глянцевой эмалью	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Schema_montazha_Milan_90_2020.pdf	https://disk.yandex.ru/d/IeRqP6Q2kxRfNQ	http://www.domotex.ru/upload/iblock/5bf/ewuukmpvrbs4s1s7c2gg2gh8jf2kehak.jpg	0	https://cdn1.ozone.ru/s3/multimedia-w/6256781300.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6227163377.jpg	https://cdn1.ozone.ru/s3/multimedia-w/6227163380.jpg	https://cdn1.ozone.ru/s3/multimedia-s/6227163376.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6227163379.jpg	https://cdn1.ozone.ru/s3/multimedia-3/6227163387.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6139452579.jpg	https://cdn1.ozone.ru/s3/multimedia-5/6256781309.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6227163375.jpg	https://cdn1.ozone.ru/s3/multimedia-y/6256781302.jpg					
00004136467	Comforty 	COMFORTY. Шкаф-колонна "Милан-40" белый глянец	Шкаф-колонна	12500	17400	Милан	400	1600	320				ВЛДСП		МДФ		Белый				-	-	-	-	Hettich/Comforty	Hettich/Comforty	-	-	1 створка + 4 полочки	Подвесной	Шкаф-колонна	0,46	1,7	0,36	0,282	38	4630015254097	-	-	-	-	-	-	-	-	-	-	-	-	-	-	38	-	1	Россия	2 года	Название: Шкаф-колонна Артикул: Милан 40 (правая) Варианты цвета: Белый глянец Материал: влагостойкое ЛДСП Габариты ШхВхГ: 400*1600*320 Подвесная шкаф-колонна с одной распашной дверью и пространством для открытого хранения. Створка оборудована петлями с системой плавного закрывания. За створкой три горизонтальные полки.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Informatsiya_dlya_montazha_komplekta_MILAN_90_4.pdf	https://disk.yandex.ru/d/DCJYHNOaEoGW_w	http://www.domotex.ru/upload/iblock/9bb/5ctgyj76lih51tyla0c249mk2skuc761/B00004136467.jpg	0	https://cdn1.ozone.ru/s3/multimedia-d/6256785961.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6139453913.jpg	https://cdn1.ozone.ru/s3/multimedia-g/6139453936.jpg	https://cdn1.ozone.ru/s3/multimedia-0/6139453992.jpg	https://cdn1.ozone.ru/s3/multimedia-g/6256785964.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6139454000.jpg	https://cdn1.ozone.ru/s3/multimedia-7/6256785199.jpg	https://cdn1.ozone.ru/s3/multimedia-6/6256785198.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6139453897.jpg	https://cdn1.ozone.ru/s3/multimedia-6/6256780554.jpg					
00-00001639	Comforty 	COMFORTY. Зеркало-шкаф "Модена М-60" белый матовый	Зеркало-шкаф	5600	7800	Модена	600	632	134				ВЛДСП	матовое	МДФ	матовое	Белый			Нет	-	-	-	Хром	Hettich/Comforty	Hettich/Comforty	-	-	1 створка + 1 полочка	Подвесной	Зеркало-шкаф	0,65	0,69	0,19	0,085	12,2	4630100140601	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12,2	-	1	Россия	2 года	Название: Зеркало-шкаф Артикул: Модена М60 Варианты цвета: Белый матовый Габариты (ШхВхГ): 600*632*134 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. За фасадом из МДФ две горизонтальные полки. Зеркало-шкаф универсально, может быть подвешено как в правом, так и в левом исполнении. Отверстие под ручку не просверлено, с внутренней стороны дверцы нанесена разметка.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/FkUVy6FbS8hmKA	http://www.domotex.ru/upload/iblock/420/kcbqtd24f57e893e6zjdpc21slytosxh.jpg	0	https://cdn1.ozone.ru/s3/multimedia-g/6139453396.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6139453409.jpg	https://cdn1.ozone.ru/s3/multimedia-o/6139452288.jpg	https://cdn1.ozone.ru/s3/multimedia-k/6139453436.jpg	https://cdn1.ozone.ru/s3/multimedia-7/6139452307.jpg	https://cdn1.ozone.ru/s3/multimedia-j/6128200231.jpg									
00-00001640	Comforty 	COMFORTY. Зеркало-шкаф "Модена М-75" белый матовый	Зеркало-шкаф	9000	12600	Модена	750	786	154				ВЛДСП	матовое	МДФ	матовое	Белый			2 точечных светильника	галогеновая	2-Вт*2	-	Хром	Hettich/Comforty	Hettich/Comforty	-	-	1 створка + 1 полочка	Подвесной	Зеркало-шкаф	0,8	0,87	0,2	0,139	24,6	4630100140618	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24,6	-	1	Россия	2 года	Название: Зеркало-шкаф Артикул: Модена М75 Варианты цвета корпуса: Белый матовый Материал корпуса: ЛДСП Цвет фасада: Белый матовый Материал фасада: МДФ Габариты (ШхВхГ): 750*786*154 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Створка мебельного элемента оснащена петлями с плавным закрыванием и покрыта белой матовой эмалью. В верхнюю полку встроены два точечных светильника и выключатель.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/XGF3VL2k-TKTZQ	http://www.domotex.ru/upload/iblock/b17/43n0hlz862mgyby0yjnv8cozhlwh204s.jpg	0	https://cdn1.ozone.ru/s3/multimedia-s/6139453228.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6139453204.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6128200285.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6128200249.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6128200337.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6139453331.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6359629790.jpg								
00-00001641	Comforty 	COMFORTY. Зеркало-шкаф "Модена М-90" белый матовый	Зеркало-шкаф	10000	14000	Модена	900	786	154				ВЛДСП	матовое	МДФ	матовое	Белый			2 точечных светильника	галогеновая	2-Вт*2	-	Хром	Hettich/Comforty	Hettich/Comforty	-	-	1 створка + 2 полочки	Подвесной	Зеркало-шкаф	0,95	0,87	0,2	0,165	24,4	4630100140625	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24,4	-	1	Россия	2 года	Название: Зеркало-шкаф Артикул: Модена М90 Варианты цвета корпуса: Белый матовый Материал корпуса: влагостойкое ЛДСП Цвет фасада: Белый матовый Материал фасада: МДФ Габариты (ШхВхГ): 900*786*154 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Створка мебельного элемента оснащена петлями с плавным закрыванием и покрыта белой матовой эмалью.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/1HQo_3RXGxzH_w	http://www.domotex.ru/upload/iblock/2bf/lol8di1i72ondjmwftt7jc6ihvid18rs.jpg	0	https://cdn1.ozone.ru/s3/multimedia-t/6139453301.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6139453193.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6139453201.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6139453286.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6139453465.jpg	https://cdn1.ozone.ru/s3/multimedia-l/6139453185.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6359634851.jpg								
00-00001642	Comforty 	COMFORTY. Тумба-умывальник "Модена М-60" белая матовая  с раковиной "Quadro 60 "	Тумбы-умывальники	13000	18100	Модена	610	870	470	855	566	446	ВЛДСП	матовое	МДФ	матовое	Белый	Санфарфор			-	-	Нет	Хром					2 створки	Напольный	Тумба	0,64	0,81	0,5	0,259	24,5		Раковина	0,63	0,51	0,21	17	0,067	4640013393575	-	-	-	-	-	-	-	41,5	0,326	2	Россия	2 года	Название: Тумба-умывальник Артикул: Модена М60 Варианты цвета корпуса: Белый матовый Материал корпуса: влагостойкое ЛДСП Цвет фасада: Белый матовый Материал фасада: МДФ Габариты (ШхВхГ): 610*870*470 мм Комплектация: раковина Quadro 60 (санфарфор)	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Schema_montazha_Modena60.pdf	https://disk.yandex.ru/d/b4vBfo8wfiUr_w	http://www.domotex.ru/upload/iblock/812/bfyasya9h4bv8qvuhkcvz1dtynrfddxl.jpg	https://www.youtube.com/embed/Z1qpjHfBbkM	https://cdn1.ozone.ru/s3/multimedia-5/6227417297.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6227417300.jpg	https://cdn1.ozone.ru/s3/multimedia-9/6227417301.jpg	https://cdn1.ozone.ru/s3/multimedia-b/6227417303.jpg	https://cdn1.ozone.ru/s3/multimedia-f/6227417307.jpg	https://cdn1.ozone.ru/s3/multimedia-g/6227417308.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6227417309.jpg	https://cdn1.ozone.ru/s3/multimedia-c/6227417304.jpg							
00-00001643	Comforty 	COMFORTY. Тумба-умывальник "Модена М-75" белая матовая с раковиной "Quadro 75"	Тумбы-умывальники	18700	26100	Модена	760	870	465	855	724	450	ВЛДСП	матовое	МДФ	матовое	Белый	Санфарфор			-	-	Нет	Хром					1 створка + 2 выкатных ящика	Напольный	Тумба	0,79	0,81	0,51	0,326	43,2		Раковина	0,8	0,22	0,52	17,2	0,09152	4610018180494	-	-	-	-	-	-	-	65,5	0,421	2	Россия	2 года	Название: Тумба-умывальник Артикул: Модена М75 Варианты цвета корпуса: Белый матовый Материал корпуса: ЛДСП Цвет фасада: Белый матовый Материал фасада: МДФ Габариты (ШхВхГ): 750*870*465 мм Комплектация: раковина Quadro 75 (санфарфор) Напольная тумба-умывальник с одной створкой и двумя ящиками оснащенными системой плавного закрывания. Фасады покрыты белой матовой эмалью	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/7MCpM6024KG9FA	http://www.domotex.ru/upload/iblock/f06/doyc7wn0d2t0blwgh3vtaicsjf5514l7.jpg	https://www.youtube.com/embed/hK8UsTK10XI	https://cdn1.ozone.ru/s3/multimedia-t/6227419157.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6227419158.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6227419151.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6227419154.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6227419159.jpg	https://cdn1.ozone.ru/s3/multimedia-0/6227419164.jpg	https://cdn1.ozone.ru/s3/multimedia-x/6227419161.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6227419163.jpg	https://cdn1.ozone.ru/s3/multimedia-j/6227419147.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6359629790.jpg					
00-00001644	Comforty 	COMFORTY. Тумба-умывальник "Модена М-90" белая матовая  с раковиной Quadro 90	Тумбы-умывальники	23800	33200	Модена	900	870	465	850	882	452	ВЛДСП	матовое	МДФ	матовое	Белый	Санфарфор			-	-	Нет	Хром					2 створки + 2 выкатных ящика	Напольный	Тумба	0,93	0,81	0,51	0,384	40		Раковина	0,94	0,22	0,51	18,7	0,105	4640043835564	-	-	-	-	-	-	-	59,5	0,487	2	Россия	2 года	Название: Тумба-умывальник Артикул: Модена М90 Варианты цвета корпуса: Белый матовый Материал корпуса: влагостойкое ЛДСП Цвет фасада: Белый матовый Материал фасада: МДФ Габариты (ШхВхГ): 900*870*465 мм Комплектация: керамическая раковина Quadro 90 Вместительная тумба под раковину на ножках с двумя распашными дверцами оснащенными петлями с плавным закрыванием и двумя ящиками. Фасады фрезерованы и покрыты белой матовой эмалью.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/_hsnnc5HfQQEQg	http://www.domotex.ru/upload/iblock/c83/pg4c5fc45znq372agogcsaup6g915dwl.jpg	https://www.youtube.com/embed/BipOivOA6OU	https://cdn1.ozone.ru/s3/multimedia-3/6227422659.jpg	https://cdn1.ozone.ru/s3/multimedia-6/6227422662.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6227422660.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6227422678.jpg	https://cdn1.ozone.ru/s3/multimedia-c/6227422668.jpg	https://cdn1.ozone.ru/s3/multimedia-b/6227422667.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6227422664.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6227422670.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6359634851.jpg						
00-00001645	Comforty 	COMFORTY. Шкаф-колонна "Модена М-35" белая матовая	Шкаф-колонна	13300	18500	Модена	350	1902	316				ВЛДСП	матовое	МДФ	матовое	Белый				-	-	Нет	Хром	Hettich/Comforty	Hettich/Comforty	Hettich	-	2 створки + 1 выкатной ящик	Напольный	Шкаф-колонна	0,4	1,85	0,38	0,281	35	4630100140656	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	-	1	Россия	2 года	Название: Шкаф-колонна Артикул: Модена М35 (правая) Варианты цвета корпуса: Белый матовый Материал: влагостойкое ЛДСП Вариант цвета фасада: Белый матовый Материал фасада: МДФ Габариты (ШхВхГ): 350*1902*316 мм Шкаф-колонна отличное решение для хранения разных предметов необходимых в ванной комнате. За нижней дверцей одна горизонтальная полка, за верхней - две. Ящик с направляющими полного выдвижения.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/2mQO08XT4omyDg	http://www.domotex.ru/upload/iblock/01c/zph69g1a1dignjy9045u24v4y5jgbh64.jpg	0	https://cdn1.ozone.ru/s3/multimedia-b/6139454039.jpg	https://cdn1.ozone.ru/s3/multimedia-o/6139452288.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6139454045.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6139454068.jpg	https://cdn1.ozone.ru/s3/multimedia-7/6139452307.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6139454077.jpg									
00004136986	Comforty 	COMFORTY. Зеркало "Монако-100" белый глянец	Зеркала	8500	11800	Монако	1000	900	120				ВЛДСП		МДФ		Белый			Нет	-	-	-	-					1 полочка	Подвесной	Зеркало	0,96	1,05	0,12	0,121	23,65	4630015254196	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23,65	-	1	Россия	2 года	Название: Зеркало с полкой Артикул: Монако 100 Варианты цвета рамы: Белый глянец Габариты (ШхВхГ): 1000*900*120 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Полка для размещения принадлежностей для умывания.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/y2wrgrLp0Ggyvw	http://www.domotex.ru/upload/iblock/083/wa4x9xa5keacs91e7eapczjqcpvxk9xk.jpg	0	https://cdn1.ozone.ru/s3/multimedia-n/6241405799.jpg	https://cdn1.ozone.ru/s3/multimedia-7/6160737307.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6160737313.jpg	https://cdn1.ozone.ru/s3/multimedia-f/6160737315.jpg	https://cdn1.ozone.ru/s3/multimedia-j/6160737319.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6160737317.jpg									
